tuoi,thu_nhap_trieu,so_lan_mua_truoc,so_ngay_tu_lan_mua_cuoi,diem_tin_dung,kenh_tiep_can,khu_vuc,mua_hang
23,41.4,12,326,780.0,goi_dien,mien_nam,1
62,26.0,5,107,439.0,goi_dien,mien_bac,0
57,15.5,7,92,665.0,sms,mien_trung,0
60,47.9,15,97,743.0,quang_cao,mien_nam,1
69,48.8,10,250,537.0,email,mien_nam,0
23,8.4,6,346,655.0,email,mien_bac,0
35,8.3,17,90,819.0,sms,mien_nam,1
32,49.9,11,96,719.0,email,mien_trung,1
43,35.7,4,145,801.0,sms,mien_bac,0
56,11.4,7,356,422.0,sms,mien_trung,0
20,40.9,19,64,708.0,sms,mien_trung,1
51,45.3,13,188,440.0,quang_cao,mien_nam,0
66,53.0,17,106,818.0,goi_dien,mien_trung,1
65,51.4,3,227,709.0,sms,mien_trung,0
31,40.7,4,91,401.0,email,mien_bac,0
30,23.2,3,229,805.0,email,mien_bac,0
45,18.8,15,320,752.0,sms,mien_trung,0
29,10.9,12,347,495.0,email,mien_trung,0
35,15.2,15,240,772.0,quang_cao,mien_trung,1
67,39.5,17,298,518.0,email,mien_nam,1
39,25.3,8,46,684.0,goi_dien,mien_nam,1
69,7.5,1,57,520.0,quang_cao,mien_bac,0
60,46.8,3,21,646.0,email,mien_bac,1
68,36.1,19,153,544.0,quang_cao,mien_bac,1
25,42.1,3,120,481.0,quang_cao,mien_nam,0
47,19.7,7,190,759.0,sms,mien_nam,0
63,28.0,8,191,376.0,sms,mien_trung,0
37,52.5,0,360,350.0,sms,mien_nam,0
46,42.0,20,329,396.0,goi_dien,mien_bac,1
44,59.8,14,87,637.0,sms,mien_trung,1
50,31.4,2,53,486.0,quang_cao,mien_trung,0
64,37.8,16,169,460.0,sms,mien_trung,1
27,57.0,16,50,541.0,goi_dien,mien_nam,1
26,57.7,0,215,441.0,goi_dien,mien_bac,0
46,39.7,19,69,644.0,email,mien_nam,1
57,18.5,14,22,470.0,goi_dien,mien_nam,1
63,59.9,3,112,616.0,sms,mien_trung,0
50,59.6,7,142,421.0,quang_cao,mien_nam,0
67,43.1,17,341,827.0,email,mien_nam,1
58,39.4,10,322,655.0,goi_dien,mien_trung,0
24,8.2,0,30,465.0,sms,mien_bac,0
59,45.0,4,82,311.0,quang_cao,mien_trung,0
67,10.3,10,268,420.0,email,mien_bac,0
31,35.3,17,276,696.0,sms,mien_bac,1
20,40.9,3,321,469.0,quang_cao,mien_trung,0
43,43.6,14,56,326.0,sms,mien_trung,1
69,38.8,12,289,667.0,sms,mien_bac,0
23,9.8,16,115,775.0,quang_cao,mien_nam,1
21,45.9,16,222,561.0,email,mien_nam,1
46,37.5,19,162,691.0,goi_dien,mien_nam,1
70,36.1,2,331,524.0,goi_dien,mien_bac,0
53,49.0,17,230,721.0,goi_dien,mien_bac,1
47,50.1,18,54,647.0,goi_dien,mien_nam,1
19,24.5,0,250,666.0,sms,mien_trung,0
68,13.7,1,4,351.0,quang_cao,mien_nam,0
20,39.4,14,62,731.0,goi_dien,mien_trung,1
44,30.8,14,251,773.0,email,,1
54,8.4,12,70,773.0,email,mien_bac,1
46,25.2,18,156,769.0,goi_dien,mien_trung,1
50,6.5,12,84,580.0,quang_cao,mien_bac,1
65,20.5,6,321,570.0,goi_dien,mien_nam,0
38,16.2,17,231,628.0,quang_cao,mien_nam,1
29,10.5,20,342,401.0,quang_cao,mien_trung,0
35,23.9,7,78,763.0,quang_cao,mien_trung,1
65,31.3,19,294,392.0,quang_cao,mien_trung,0
19,55.1,11,240,778.0,sms,mien_nam,1
33,6.9,12,272,606.0,sms,mien_nam,0
53,12.0,12,318,560.0,goi_dien,mien_nam,0
35,52.0,6,116,425.0,goi_dien,mien_nam,1
57,22.0,11,15,677.0,quang_cao,mien_bac,1
41,50.8,8,169,341.0,email,mien_bac,0
63,55.7,8,292,648.0,quang_cao,mien_trung,0
48,23.1,20,341,403.0,goi_dien,mien_nam,1
68,6.1,1,54,720.0,quang_cao,mien_trung,0
23,48.4,2,156,,goi_dien,mien_bac,0
52,22.1,1,263,665.0,sms,mien_bac,0
66,38.4,16,92,513.0,goi_dien,mien_nam,1
41,7.5,13,199,394.0,sms,mien_bac,0
55,24.2,18,229,316.0,quang_cao,mien_bac,0
63,44.7,14,207,807.0,sms,mien_bac,1
56,27.7,2,313,598.0,sms,mien_trung,0
51,27.8,20,21,578.0,email,mien_bac,1
24,34.5,7,43,551.0,goi_dien,mien_bac,1
68,42.2,7,289,768.0,quang_cao,mien_nam,0
59,11.0,6,304,350.0,goi_dien,mien_bac,0
29,29.8,5,346,444.0,goi_dien,mien_bac,0
42,28.8,11,89,581.0,sms,mien_nam,1
49,13.1,15,260,631.0,goi_dien,mien_bac,1
65,58.9,10,21,637.0,goi_dien,mien_trung,1
56,15.4,8,292,311.0,quang_cao,mien_nam,0
26,10.5,18,132,357.0,goi_dien,mien_trung,1
68,9.6,12,315,533.0,sms,mien_bac,0
36,39.9,16,340,622.0,goi_dien,mien_nam,1
34,45.4,20,161,671.0,sms,mien_bac,1
59,27.8,6,161,310.0,goi_dien,mien_nam,0
39,8.4,9,5,551.0,goi_dien,mien_bac,1
59,12.9,8,195,580.0,email,mien_nam,0
67,60.0,6,214,460.0,email,mien_trung,0
27,31.4,2,155,481.0,email,mien_trung,0
53,22.4,16,212,760.0,email,mien_bac,1
66,56.7,13,99,598.0,goi_dien,mien_bac,1
55,40.8,17,356,459.0,email,mien_nam,0
61,58.1,19,31,375.0,sms,mien_nam,1
69,55.1,18,119,713.0,sms,mien_trung,0
18,15.1,16,260,600.0,email,mien_nam,1
29,34.4,7,154,847.0,email,mien_bac,1
65,18.0,16,224,427.0,quang_cao,mien_trung,0
24,39.8,11,302,390.0,quang_cao,mien_nam,0
36,35.9,2,206,666.0,sms,mien_nam,0
18,14.1,16,91,527.0,goi_dien,mien_nam,1
65,24.6,8,203,480.0,email,mien_bac,0
52,27.3,11,21,782.0,quang_cao,mien_trung,1
55,43.1,20,319,445.0,quang_cao,mien_bac,0
18,8.6,3,62,625.0,quang_cao,mien_nam,0
64,22.8,18,162,388.0,quang_cao,mien_nam,1
27,31.8,15,124,750.0,goi_dien,mien_bac,1
20,38.1,18,210,394.0,sms,mien_nam,1
56,53.9,18,46,302.0,quang_cao,mien_trung,1
30,39.6,3,75,542.0,sms,mien_nam,0
52,55.1,9,99,788.0,goi_dien,mien_trung,1
30,25.2,14,346,336.0,quang_cao,mien_bac,0
69,21.2,5,159,516.0,goi_dien,mien_bac,0
37,42.8,19,365,435.0,sms,mien_trung,0
32,47.4,8,119,540.0,email,mien_bac,1
62,9.6,3,35,748.0,sms,mien_trung,0
48,34.9,0,123,517.0,sms,mien_nam,0
24,58.8,12,239,808.0,email,mien_nam,1
65,33.2,7,212,330.0,email,mien_nam,0
47,59.7,6,258,401.0,email,mien_bac,0
21,53.6,12,142,697.0,goi_dien,mien_trung,1
66,53.8,20,95,489.0,sms,mien_bac,1
63,49.8,16,34,446.0,goi_dien,mien_bac,1
36,19.0,3,282,499.0,goi_dien,mien_nam,0
55,38.2,13,334,322.0,email,mien_trung,0
69,44.0,0,183,469.0,goi_dien,mien_nam,0
38,42.9,1,196,365.0,email,mien_trung,0
37,55.5,9,36,567.0,goi_dien,mien_nam,1
68,26.8,7,351,398.0,sms,mien_trung,0
39,22.7,4,276,613.0,sms,mien_bac,0
58,34.4,0,181,463.0,quang_cao,mien_bac,0
54,5.0,10,145,679.0,email,mien_trung,1
69,36.4,16,53,813.0,quang_cao,mien_trung,1
45,19.6,17,53,696.0,goi_dien,mien_bac,1
38,17.6,3,74,557.0,goi_dien,mien_nam,0
52,10.5,16,74,587.0,quang_cao,mien_trung,1
22,44.6,16,98,780.0,sms,mien_bac,1
69,40.2,10,155,393.0,quang_cao,mien_nam,0
52,40.2,3,283,478.0,email,mien_bac,0
42,17.2,2,127,389.0,goi_dien,mien_nam,0
62,59.7,15,11,836.0,email,mien_bac,1
25,28.8,6,333,395.0,sms,mien_bac,0
34,42.2,12,72,739.0,sms,mien_bac,1
59,33.8,11,298,741.0,goi_dien,mien_nam,1
44,10.1,15,153,678.0,email,mien_bac,1
45,31.1,15,49,446.0,goi_dien,mien_trung,1
45,60.0,10,206,611.0,email,mien_nam,1
35,23.7,1,19,598.0,email,mien_bac,0
69,52.9,4,158,343.0,quang_cao,mien_bac,0
66,11.6,10,72,774.0,goi_dien,mien_trung,1
18,16.2,15,69,772.0,email,mien_nam,1
39,28.2,13,118,736.0,sms,mien_bac,1
38,6.3,17,102,414.0,email,mien_trung,1
69,52.5,7,215,594.0,goi_dien,mien_trung,0
46,59.7,9,32,846.0,sms,mien_nam,1
46,5.3,13,347,619.0,goi_dien,mien_bac,0
55,52.3,7,306,628.0,goi_dien,mien_bac,0
46,35.2,9,115,484.0,goi_dien,mien_nam,1
26,37.4,16,304,656.0,goi_dien,mien_nam,1
61,26.0,16,8,601.0,goi_dien,mien_trung,1
57,42.2,20,13,388.0,email,mien_nam,1
40,41.9,17,37,740.0,email,mien_bac,1
66,48.4,14,64,617.0,quang_cao,mien_bac,1
49,20.4,16,111,668.0,sms,mien_bac,1
30,53.8,8,10,555.0,quang_cao,mien_trung,1
45,11.0,3,164,500.0,goi_dien,mien_bac,0
34,8.5,15,256,632.0,quang_cao,mien_bac,0
63,38.2,11,283,696.0,goi_dien,mien_bac,1
38,26.1,12,344,506.0,quang_cao,mien_bac,0
31,15.7,0,196,691.0,goi_dien,mien_bac,0
49,33.7,0,285,627.0,quang_cao,mien_nam,0
67,31.0,6,81,329.0,goi_dien,mien_trung,0
18,27.8,5,30,751.0,goi_dien,mien_bac,1
67,36.3,1,81,410.0,sms,mien_nam,0
44,8.1,5,262,700.0,quang_cao,mien_trung,0
56,15.7,7,330,598.0,sms,mien_trung,0
30,54.6,18,266,531.0,sms,mien_bac,1
68,38.0,19,99,399.0,sms,mien_trung,1
38,37.4,14,350,782.0,email,mien_bac,0
62,47.5,4,19,700.0,goi_dien,mien_trung,1
58,35.9,10,66,741.0,goi_dien,mien_bac,1
62,42.2,7,122,335.0,sms,mien_trung,0
44,58.4,6,79,796.0,goi_dien,mien_trung,1
33,26.5,16,263,342.0,goi_dien,mien_trung,0
38,48.6,7,40,613.0,sms,mien_nam,1
70,5.7,10,228,709.0,goi_dien,mien_nam,1
68,13.8,12,108,779.0,goi_dien,mien_trung,1
54,51.9,14,157,562.0,email,mien_bac,1
29,55.7,12,129,386.0,sms,mien_nam,1
50,22.0,2,90,815.0,sms,mien_nam,0
25,32.4,13,238,846.0,quang_cao,mien_bac,1
46,34.2,1,101,407.0,email,mien_trung,0
68,42.5,5,355,830.0,goi_dien,mien_trung,0
38,38.0,6,295,710.0,goi_dien,mien_bac,0
62,42.4,7,309,506.0,quang_cao,mien_bac,0
19,6.5,9,131,639.0,email,mien_nam,1
30,47.5,7,229,478.0,quang_cao,mien_nam,0
52,19.9,0,77,766.0,goi_dien,mien_trung,0
53,37.1,5,348,702.0,sms,mien_nam,0
66,37.2,12,210,738.0,goi_dien,mien_nam,1
34,29.5,16,313,312.0,goi_dien,mien_nam,0
62,55.4,16,45,506.0,email,mien_bac,1
44,7.8,2,38,749.0,quang_cao,mien_bac,0
53,34.8,3,157,745.0,email,mien_bac,0
30,19.0,12,115,577.0,goi_dien,mien_trung,1
50,43.6,3,265,786.0,email,mien_bac,0
33,20.4,3,235,786.0,goi_dien,mien_bac,0
32,34.3,0,109,837.0,quang_cao,mien_bac,0
53,38.7,13,197,668.0,email,mien_trung,1
46,33.6,16,52,723.0,email,mien_bac,1
27,31.3,6,179,678.0,email,mien_nam,0
57,55.2,19,356,828.0,quang_cao,mien_nam,1
68,47.9,16,25,532.0,sms,mien_bac,1
19,15.5,14,270,768.0,quang_cao,mien_trung,0
19,58.3,7,204,758.0,goi_dien,mien_nam,1
58,47.8,9,150,704.0,quang_cao,mien_bac,1
58,20.9,18,230,590.0,email,mien_bac,1
66,18.2,7,105,522.0,goi_dien,mien_trung,1
70,4.1,17,318,689.0,sms,mien_bac,0
39,16.5,6,285,352.0,goi_dien,mien_trung,0
51,56.5,10,294,445.0,email,mien_nam,0
66,13.4,7,306,629.0,sms,mien_nam,0
28,46.7,1,134,448.0,goi_dien,mien_trung,0
37,57.2,5,317,669.0,goi_dien,mien_trung,0
56,53.1,3,330,709.0,quang_cao,mien_bac,0
40,30.1,20,196,826.0,email,mien_bac,1
30,29.1,12,296,435.0,quang_cao,mien_trung,0
56,35.5,5,247,754.0,email,mien_trung,0
57,29.5,12,246,727.0,quang_cao,mien_trung,0
28,55.7,10,311,535.0,goi_dien,mien_nam,0
70,29.0,17,119,779.0,sms,mien_nam,1
57,21.3,7,204,647.0,goi_dien,mien_nam,0
68,10.1,14,30,397.0,email,mien_trung,1
70,11.9,18,230,719.0,email,mien_nam,1
56,58.9,20,55,718.0,goi_dien,mien_nam,1
29,26.8,20,166,565.0,quang_cao,mien_bac,1
24,27.1,14,265,628.0,quang_cao,mien_trung,0
61,15.8,2,333,720.0,sms,mien_bac,0
28,33.5,6,130,515.0,goi_dien,mien_trung,0
56,32.0,8,227,526.0,sms,mien_nam,0
51,52.1,20,98,562.0,sms,mien_nam,1
60,44.2,5,146,769.0,email,mien_nam,1
70,19.5,3,334,548.0,email,mien_trung,0
61,41.4,13,299,489.0,goi_dien,mien_bac,0
63,29.5,13,110,639.0,goi_dien,mien_nam,1
54,19.2,12,51,581.0,sms,mien_bac,1
69,31.7,15,271,779.0,quang_cao,mien_trung,1
53,47.6,19,297,760.0,goi_dien,mien_trung,1
48,42.0,5,260,775.0,email,mien_bac,0
36,59.5,20,125,456.0,sms,mien_nam,1
48,35.5,18,94,387.0,goi_dien,mien_trung,1
28,14.3,20,9,769.0,goi_dien,mien_bac,1
51,51.9,16,44,415.0,email,mien_trung,1
60,17.4,3,336,387.0,goi_dien,mien_bac,0
23,51.4,0,232,363.0,sms,mien_nam,0
24,6.8,7,99,342.0,email,mien_trung,0
58,23.5,12,72,587.0,email,mien_nam,1
70,49.3,3,42,374.0,goi_dien,mien_bac,1
43,35.8,3,278,674.0,sms,mien_nam,0
39,58.4,5,64,479.0,sms,mien_bac,1
33,25.6,17,195,671.0,goi_dien,mien_trung,1
23,29.0,15,365,530.0,goi_dien,mien_bac,0
59,5.9,19,259,683.0,goi_dien,mien_trung,1
47,21.4,7,260,679.0,goi_dien,mien_bac,0
36,9.7,19,103,409.0,goi_dien,mien_trung,1
47,29.1,13,324,651.0,goi_dien,mien_trung,0
65,24.1,18,82,712.0,email,mien_nam,1
57,39.3,15,16,634.0,email,mien_nam,1
28,43.5,0,342,563.0,sms,mien_nam,0
40,36.4,20,72,712.0,quang_cao,mien_trung,1
33,32.9,16,103,506.0,email,mien_nam,1
31,15.4,8,209,508.0,sms,mien_bac,0
61,23.5,6,219,324.0,goi_dien,mien_bac,0
32,29.5,11,74,528.0,email,mien_trung,1
46,55.7,4,14,778.0,email,mien_trung,1
27,52.9,20,4,661.0,sms,mien_nam,1
28,29.9,6,127,819.0,goi_dien,mien_bac,1
45,56.0,9,198,455.0,sms,mien_trung,0
48,57.4,14,161,384.0,quang_cao,mien_nam,1
40,26.3,9,354,754.0,email,mien_trung,0
67,52.7,20,312,757.0,sms,mien_nam,1
58,39.4,14,122,372.0,quang_cao,mien_nam,1
26,25.6,1,111,587.0,quang_cao,mien_bac,0
22,58.6,15,276,770.0,sms,mien_bac,1
65,20.9,10,304,496.0,sms,mien_nam,0
35,49.9,18,252,693.0,quang_cao,mien_nam,1
53,6.3,10,247,610.0,quang_cao,mien_bac,0
41,41.3,14,305,752.0,sms,mien_bac,1
65,15.8,9,213,739.0,sms,mien_nam,0
31,52.4,9,186,337.0,goi_dien,mien_nam,0
49,46.5,7,9,736.0,goi_dien,mien_nam,1
47,9.3,6,364,350.0,sms,mien_nam,0
54,53.4,19,244,606.0,goi_dien,mien_trung,1
38,56.8,15,293,637.0,email,mien_trung,1
49,9.1,14,291,603.0,quang_cao,mien_trung,0
39,47.7,3,194,535.0,quang_cao,mien_bac,0
26,5.9,2,225,562.0,quang_cao,mien_trung,0
24,9.2,14,69,393.0,sms,mien_nam,1
56,24.5,7,312,732.0,quang_cao,mien_bac,0
70,15.3,9,231,375.0,email,mien_bac,0
64,39.4,3,319,489.0,sms,mien_trung,0
58,49.9,5,230,442.0,quang_cao,mien_bac,0
22,40.6,18,305,760.0,quang_cao,mien_bac,1
64,23.3,18,54,757.0,quang_cao,mien_nam,1
26,4.6,6,5,461.0,sms,mien_trung,0
28,23.3,17,291,384.0,sms,mien_nam,0
44,30.9,3,79,843.0,goi_dien,mien_nam,1
57,22.9,10,114,720.0,email,mien_trung,1
67,57.8,4,24,611.0,sms,mien_bac,1
63,43.3,8,70,778.0,goi_dien,mien_nam,1
52,21.8,15,24,337.0,email,mien_trung,0
40,39.7,19,109,385.0,sms,mien_nam,1
32,33.0,7,191,790.0,sms,mien_trung,0
64,13.0,17,94,633.0,goi_dien,mien_bac,1
23,29.3,8,313,526.0,email,mien_bac,0
54,47.3,19,243,555.0,sms,mien_bac,1
41,5.5,15,242,661.0,quang_cao,mien_nam,0
52,59.2,1,28,681.0,quang_cao,mien_trung,0
62,8.1,0,53,616.0,email,mien_bac,0
27,5.2,7,328,592.0,sms,mien_trung,0
32,55.4,14,40,843.0,sms,mien_bac,1
27,6.0,12,285,758.0,quang_cao,mien_nam,0
63,22.7,2,249,389.0,goi_dien,mien_nam,0
58,17.0,9,299,723.0,sms,mien_trung,0
41,26.0,19,4,469.0,sms,mien_trung,1
35,52.1,16,123,567.0,goi_dien,mien_nam,1
62,22.5,14,151,591.0,quang_cao,mien_bac,1
36,51.0,11,174,585.0,sms,mien_nam,1
53,38.3,18,3,746.0,sms,mien_bac,1
43,6.7,11,315,539.0,email,mien_nam,0
55,16.9,17,89,474.0,quang_cao,mien_trung,1
67,45.0,10,41,826.0,email,mien_nam,1
21,27.8,14,40,714.0,quang_cao,mien_bac,0
42,9.2,2,317,404.0,goi_dien,mien_bac,0
29,33.7,8,159,441.0,goi_dien,mien_nam,0
68,7.7,8,217,522.0,email,mien_trung,0
27,10.8,15,257,370.0,email,mien_trung,0
68,44.3,7,341,526.0,quang_cao,mien_bac,0
40,46.2,8,147,781.0,quang_cao,mien_bac,1
46,44.3,5,69,843.0,quang_cao,mien_bac,1
37,49.8,2,142,722.0,sms,mien_nam,0
60,29.7,6,301,579.0,sms,mien_bac,0
51,13.5,3,207,388.0,email,mien_trung,0
37,13.5,9,343,601.0,sms,mien_trung,0
68,29.4,19,96,623.0,email,mien_nam,1
57,57.7,13,15,531.0,sms,mien_trung,1
63,23.6,18,176,413.0,email,mien_trung,1
48,19.6,8,312,756.0,goi_dien,mien_trung,0
32,13.2,16,13,664.0,goi_dien,mien_nam,1
66,33.7,2,343,657.0,goi_dien,mien_trung,0
56,54.5,1,68,770.0,sms,mien_bac,1
47,15.8,4,238,409.0,quang_cao,mien_trung,0
64,33.4,13,356,458.0,sms,mien_nam,0
44,35.1,13,72,325.0,quang_cao,mien_bac,1
63,38.2,16,83,689.0,sms,mien_nam,1
29,26.0,13,298,398.0,goi_dien,mien_bac,0
35,27.6,11,102,637.0,email,mien_trung,1
39,44.7,9,346,396.0,email,mien_trung,0
44,41.5,9,299,748.0,email,mien_nam,0
21,21.6,15,214,313.0,goi_dien,mien_trung,0
69,10.0,14,54,814.0,goi_dien,mien_bac,1
27,20.5,1,17,662.0,quang_cao,mien_bac,0
30,39.6,0,263,416.0,quang_cao,mien_nam,0
51,57.1,13,133,499.0,quang_cao,mien_nam,1
21,38.8,19,209,393.0,email,mien_nam,1
34,48.9,20,153,403.0,goi_dien,mien_trung,1
36,30.6,3,194,476.0,goi_dien,mien_bac,0
61,16.1,16,4,335.0,sms,mien_nam,1
55,56.6,10,129,394.0,goi_dien,mien_trung,1
21,39.9,16,85,367.0,email,mien_bac,1
42,33.6,15,20,732.0,quang_cao,mien_trung,1
24,30.7,7,76,303.0,email,mien_trung,0
26,59.9,5,353,725.0,sms,mien_trung,0
40,20.4,2,229,377.0,quang_cao,mien_nam,0
38,13.5,12,157,315.0,goi_dien,mien_trung,0
26,19.1,5,309,575.0,email,mien_nam,0
56,32.2,5,224,759.0,goi_dien,mien_trung,0
45,23.4,9,36,715.0,goi_dien,mien_bac,1
32,28.1,2,132,602.0,sms,mien_trung,0
50,15.4,1,235,750.0,sms,mien_trung,0
58,10.8,19,136,464.0,email,mien_nam,1
62,17.5,5,124,420.0,quang_cao,mien_trung,0
31,12.4,12,118,723.0,email,mien_nam,1
33,43.6,11,358,609.0,quang_cao,mien_nam,0
42,42.5,8,17,445.0,quang_cao,mien_bac,1
56,21.9,3,82,496.0,quang_cao,mien_trung,0
43,11.6,20,218,549.0,goi_dien,mien_bac,1
47,10.4,14,211,371.0,email,mien_trung,0
62,37.0,19,157,396.0,email,mien_bac,1
61,35.2,19,19,429.0,sms,mien_trung,1
46,11.4,19,226,467.0,email,mien_nam,1
46,49.8,19,125,621.0,sms,mien_bac,1
68,41.7,7,250,418.0,quang_cao,mien_nam,0
27,51.9,12,138,337.0,sms,mien_bac,1
30,47.3,11,289,688.0,email,mien_trung,0
41,5.1,6,80,772.0,sms,mien_nam,1
40,13.7,17,354,532.0,quang_cao,mien_bac,0
37,54.7,17,15,830.0,quang_cao,mien_trung,1
25,57.7,3,44,591.0,email,mien_trung,1
65,44.3,7,112,338.0,goi_dien,mien_nam,1
27,31.6,13,149,749.0,quang_cao,mien_trung,1
37,12.6,12,364,644.0,goi_dien,mien_bac,0
49,18.9,16,93,345.0,quang_cao,mien_bac,1
55,56.5,19,188,383.0,quang_cao,mien_nam,1
69,54.8,11,22,579.0,goi_dien,mien_trung,1
48,46.2,14,212,513.0,quang_cao,mien_trung,0
69,33.1,20,16,587.0,sms,mien_bac,1
30,24.1,17,150,838.0,sms,mien_trung,1
39,15.9,4,263,376.0,sms,mien_trung,0
38,11.7,5,183,791.0,quang_cao,mien_nam,0
42,53.8,16,13,448.0,goi_dien,mien_trung,1
25,19.5,0,352,404.0,email,mien_nam,0
24,58.9,5,155,303.0,quang_cao,mien_trung,0
51,6.8,13,83,457.0,goi_dien,mien_bac,1
35,59.3,14,80,448.0,goi_dien,mien_trung,1
50,4.3,3,156,558.0,sms,mien_bac,0
21,41.0,11,250,341.0,goi_dien,mien_nam,0
67,13.7,5,271,583.0,sms,mien_bac,0
57,21.3,17,10,405.0,email,mien_nam,1
40,44.0,16,10,831.0,sms,mien_nam,1
64,27.2,18,126,791.0,goi_dien,mien_trung,1
64,19.8,12,229,660.0,quang_cao,mien_bac,0
62,7.4,18,4,337.0,email,mien_trung,1
54,59.4,1,233,640.0,email,mien_trung,0
56,10.7,6,62,493.0,quang_cao,mien_trung,0
18,34.4,16,112,684.0,sms,mien_trung,1
61,59.5,8,196,431.0,email,mien_trung,0
58,49.9,14,285,713.0,goi_dien,mien_trung,1
68,7.9,5,242,422.0,quang_cao,mien_nam,0
39,38.8,15,67,405.0,sms,mien_bac,1
51,39.5,5,273,680.0,quang_cao,mien_nam,0
49,46.8,0,319,799.0,goi_dien,mien_trung,0
48,48.0,18,126,512.0,email,mien_bac,1
21,21.8,12,273,396.0,email,mien_bac,0
34,50.5,18,52,772.0,goi_dien,mien_bac,1
55,37.2,18,180,502.0,sms,mien_bac,1
26,52.0,12,110,812.0,sms,mien_nam,1
69,40.6,3,298,738.0,sms,mien_nam,0
29,16.9,9,192,708.0,goi_dien,mien_nam,1
55,23.1,5,45,777.0,email,mien_nam,1
44,15.6,16,23,536.0,sms,mien_trung,1
26,16.3,4,342,725.0,quang_cao,mien_nam,0
35,6.3,16,80,349.0,quang_cao,mien_nam,0
55,13.7,5,215,572.0,quang_cao,mien_nam,0
20,29.6,11,196,849.0,email,mien_bac,1
43,56.0,14,347,649.0,sms,mien_bac,0
49,41.5,16,252,416.0,email,mien_trung,0
62,57.2,7,326,812.0,quang_cao,mien_nam,0
56,46.8,19,313,423.0,sms,mien_trung,0
22,59.1,1,82,839.0,sms,mien_nam,1
61,30.2,15,149,317.0,sms,mien_trung,1
36,11.9,15,87,605.0,quang_cao,mien_bac,1
57,53.2,16,89,608.0,sms,mien_trung,1
28,7.6,20,315,445.0,sms,mien_nam,0
39,32.2,1,55,845.0,email,mien_bac,1
38,36.2,6,97,775.0,goi_dien,mien_trung,1
31,53.9,1,77,313.0,sms,mien_nam,0
21,53.1,15,215,305.0,goi_dien,mien_bac,1
28,26.2,19,33,667.0,email,mien_trung,1
66,54.2,9,176,463.0,sms,mien_trung,0
61,41.5,4,27,559.0,sms,mien_bac,1
48,58.3,13,42,636.0,quang_cao,mien_nam,1
70,31.9,15,114,841.0,goi_dien,mien_nam,1
70,51.6,13,76,451.0,quang_cao,mien_nam,1
54,58.0,18,241,303.0,goi_dien,mien_nam,1
42,8.2,18,179,404.0,quang_cao,mien_trung,1
48,11.9,13,55,658.0,quang_cao,mien_nam,1
29,43.7,16,355,690.0,email,mien_nam,1
64,41.1,12,354,689.0,sms,mien_nam,0
33,4.3,11,135,823.0,sms,mien_nam,1
53,26.3,6,317,358.0,sms,mien_trung,0
26,44.0,0,204,602.0,email,mien_bac,0
48,33.4,10,154,805.0,goi_dien,mien_trung,1
35,9.0,12,51,476.0,quang_cao,mien_nam,1
67,58.2,14,216,527.0,sms,mien_bac,1
23,24.9,4,169,799.0,quang_cao,mien_trung,0
35,43.9,10,326,688.0,email,mien_trung,0
49,50.2,17,211,699.0,quang_cao,mien_trung,1
67,24.9,0,256,756.0,email,mien_trung,0
53,47.6,8,179,680.0,goi_dien,mien_bac,1
51,45.9,18,100,670.0,goi_dien,mien_trung,1
50,47.3,14,115,533.0,quang_cao,mien_bac,1
66,49.5,17,307,765.0,quang_cao,mien_bac,1
54,10.2,13,359,746.0,email,mien_trung,0
21,26.8,0,327,749.0,sms,mien_bac,0
23,31.1,18,279,737.0,goi_dien,mien_trung,1
21,56.1,8,285,495.0,quang_cao,mien_nam,0
31,40.6,8,113,651.0,quang_cao,mien_trung,1
44,18.3,1,284,376.0,goi_dien,mien_trung,0
59,49.4,8,121,527.0,email,mien_nam,1
29,7.6,4,325,368.0,sms,mien_nam,0
70,25.9,1,136,322.0,quang_cao,mien_trung,0
49,46.4,1,33,475.0,goi_dien,mien_nam,1
18,44.2,18,292,404.0,email,mien_nam,1
49,33.0,16,331,584.0,goi_dien,mien_bac,1
24,48.9,16,181,476.0,goi_dien,mien_trung,1
64,55.3,20,35,313.0,goi_dien,mien_trung,1
61,48.6,20,291,463.0,goi_dien,mien_bac,1
25,42.3,3,27,848.0,goi_dien,mien_trung,1
49,22.1,18,266,469.0,goi_dien,mien_trung,1
36,7.1,16,104,557.0,sms,mien_nam,1
40,52.5,2,349,815.0,email,mien_nam,0
53,32.2,0,307,431.0,quang_cao,mien_trung,0
49,42.2,9,145,809.0,sms,mien_bac,1
43,52.5,2,137,419.0,email,mien_trung,0
30,41.4,3,180,351.0,goi_dien,mien_nam,0
37,26.5,0,324,491.0,goi_dien,mien_nam,0
29,31.7,1,64,704.0,quang_cao,mien_nam,0
56,57.2,17,2,594.0,goi_dien,mien_nam,1
28,59.3,5,213,540.0,quang_cao,mien_trung,0
32,16.3,17,76,637.0,quang_cao,mien_nam,1
51,19.4,18,210,450.0,sms,mien_bac,1
58,18.3,19,81,496.0,goi_dien,mien_trung,1
55,40.6,16,279,445.0,quang_cao,mien_trung,0
36,18.2,2,259,335.0,quang_cao,mien_nam,0
56,5.7,11,304,407.0,goi_dien,mien_nam,0
32,59.5,10,192,498.0,quang_cao,mien_bac,0
58,50.7,14,250,313.0,email,mien_bac,0
30,26.4,9,352,799.0,goi_dien,mien_bac,0
